authors,comments,cover,isbn,pubdate,publisher,rating,series,series_index,tags,title,id
Sandra Brown,"Ela procura o assassino da irmã... e talvez seja a próxima vítima. Bellamy Lyston tinha apenas doze anos quando a irmã mais velha, Susan, foi morta num dia de feriado tempestuoso em finais de Maio. Atualmente, dezoito anos mais tarde, Bellamy escreveu um livro de grande sucesso que se baseia no assassínio de Susan. Uma vez que o livro se tinha inspirado no trágico acontecimento que continua a amargurar a sua família, ela decidiu publicá-lo sob um pseudónimo, a fim de os proteger de uma publicidade indesejada. Mas quando um repórter oportunista descobre que o livro é baseado em factos verídicos, a identidade de Bellamy é revelada a par do escândalo da família. Além disso, Bellamy torna-se alvo de alguém sem escrúpulos que, ou por querer que a verdade subjacente ao assassinato de Susan continue por desvendar ou, ainda mais ameaçador, por estar determinado a vingar-se por um homem acusado e condenado injustamente. Para poder identificar quem anda a assediá-la, Bellamy vê-se confrontada com os fantasmas do seu passado, entre os quais se inclui Dent Carter, o namorado instável e irresponsável de Susan - um dos primeiros suspeitos de ter cometido o crime. Dent, com esta e outras máculas no seu passado, está firmemente decidido a limpar o seu nome, para o que precisa da memória bloqueada de Bellamy. Contudo, as suas recordações, até então bloqueadas - depois de desbloqueadas - constituem novos perigos imprevisíveis.Sandra Brown é autora de mais de setenta romances, na sua maioria bestsellers do New York Times. É uma das mais importantes escritoras de romances policiais dos Estados Unidos, distinguidas, entre outros, com os prémios Texas Medal of Arts Awards for Literature e o Thriller Master de 2008, a distinção máxima atribuída pela International Thriller Writer’s Association. Publicou o seu primeiro romance em 1981 e, desde então, já vendeu cerca de oitenta milhões de exemplares em todo o mundo, estado a sua obra traduzida em trinta e três idiomas.",C:\Users\Joao\Calibre Library\Sandra Brown\Tornado (1732)\cover.jpg,9789897261138,2014-02-07T13:46:33+00:00,Leya,4,,1.0,"Fiction, Thriller, General, Autores Estrangeiros, Mystery, Thrillers, Suspense, Romance",Tornado,1732
Sandra Brown,"Emory Charbonneau é uma grande pediatra, respeitada entre os colegas e estimada pela sociedade. Depois de uma discussão com o marido, Jeff, a jovem médica prepara-se para uma maratona e desaparece nas montanhas da Carolina do Norte. Quando Jeff comunica o seu desaparecimento à polícia, todas as pistas que Emory deixou desapareceram. O nevoeiro e o gelo põem um fim às buscas.Emory recobra a consciência, com um misterioso ferimento na cabeça, num local estranho. E na companhia de um homem cujo passado é tão sombrio que ele não quer sequer dizer-lhe o seu nome. Sem telefone, sem internet, sem ninguém por perto, mas movida pelo medo, Emory está determinada a escapar a todo o custo do cativeiro.Inesperadamente, no entanto, os dois têm um encontro perigoso com pessoas que seguem um código de justiça própria. No centro da disputa está uma jovem desesperada a quem Emory não pode virar costas, mesmo que isso signifique violar a lei.Quando o esquema do marido é revelado e o FBI se aproxima do seu captor, Emory começa a perguntar-se se o homem sem nome não será, na verdade, o seu salvador.",C:\Users\Joao\Calibre Library\Sandra Brown\Caminhos Sombrios (1733)\cover.jpg,9789897414169,2016-01-05T12:22:43+00:00,Leya,4,,1.0,"Fiction, General, Autores Estrangeiros, Thrillers, Policial, Suspense e Mistério",Caminhos Sombrios,1733
Sándor Márai,"Um pequeno castelo de caça na Hungria, onde outrora se celebravam elegantes saraus e cujos salões decorados ao estilo francês se enchiam da música de Chopin, mudou radicalmente de aspecto. O esplendor de então já não existe, tudo anuncia o final de uma época. Dois homens, amigos inseparáveis na juventude, sentam-se a jantar depois de quarenta anos sem se verem. Um, passou muito tempo no Extremo Oriente, o outro, ao contrário, permaneceu na sua propriedade. Mas ambos viveram à espera deste momento, pois entre eles interpõe-se um segredo de uma força singular...Sándor Márai nasceu em 1900, em Kassa, uma pequena cidade húngara que hoje pertence à Eslováquia. Passou um período de exílio voluntário na Alemanha e na França durante o regime de Horthy, nos anos 20, até que abandonou definitivamente o seu país, em 1948, com a chegada do regime comunista, tendo emigrado para os EstadosUnidos. A subsequente proibição da sua obra na Hungria fez cair no esquecimento quem nesse momento era considerado um dos escritores mais importantes da literatura centro-europeia. Foi preciso esperar várias décadas, até à queda do regime comunista, para que este extraordinário escritor fosse redescoberto no seu país e no mundo inteiro. Sándor Márai suicidou-se em 1989, em San Diego, na Califórnia, poucos meses antes da queda do muro de Berlim.",C:\Users\Joao\Calibre Library\Sandor Marai\As Velas Ardem Ate ao Fim (1734)\cover.jpg,9789722055635,2015-03-25T13:50:20+00:00,Leya,4,,1.0,"amizade, Fiction, Classics",As Velas Ardem Até ao Fim,1734
Sándor Márai,"A Conversa de Bolzano - mais uma das obras-primas do grande escritor húngaro - é um romance sensual e repleto de suspense sobre o sedutor mais famoso do mundo e o encontro que o irá mudar para sempre. Em 1756, Giacomo Casanova escapa de uma prisão veneziana e ressurge na pequena cidade de Bolzano. Aqui, Giacomo recebe um visitante indesejado: o envelhecido, mas ainda temível, duque de Parma, que anos antes o havia derrotado num duelo por uma dama deslumbrante chamada Francesca, tendo- lhe poupado a vida sob a condição de que não voltasse a vê-la. Agora, o duque está casado com Francesca - e intercetou uma carta de amor do seu antigo rival. Ao invés de matar Casanova de imediato, o duque faz-lhe uma oferta surpreendente, que é lógica, perversa e irresistível. Transformando um episódio histórico numa brilhante exploração ficcional sobre a ligação entre desejo e morte, A Conversa de Bolzano é mais uma prova de que Sándor Márai é uma das vozes mais marcantes do século XX.",C:\Users\Joao\Calibre Library\Sandor Marai\A Conversa de Bolzano (1735)\cover.jpg,9789722055734,2014-10-15T13:33:35+01:00,Leya,3,,1.0,"Fiction, General, Classics, Autores Estrangeiros, Romance",A Conversa de Bolzano,1735
Samuel Beckett,"Written and published in French in 1951, and in Samuel Beckett’s English translation in 1956, *Malone Dies* is the second of his immediate post-war novels, written during what Beckett later referred to as ‘the siege in the room’. 
‘Malone’, writes Malone, ‘is what I am called now.’ On his deathbed, whittling away the time with stories and revisions of stories, the octogenarian Malone's account of his condition is contradictory and intermittent, shifting with the vagaries of the passing days: without mellowness, without elegiacs; wittier, jauntier, and capable of darker rages than his precursor Molloy. Malone promises silence, but as a storyteller he delivers irresistibly more.
",C:\Users\Joao\Calibre Library\Samuel Beckett\Malone esta a morrer (1736)\cover.jpg,,1951-01-01T00:00:00+00:00,Planeta,3,The Trilogy,2.0,"Classics, Clássicos Contemporâneos",Malone está a morrer,1736
Samuel Beckett,"Em ''Dias Felizes'', Samuel Beckett opera a desconstrução da coerência das personagens até ao extremo de uma grotesca imagem explosivamente reveladora da realidade. A linguagem, sucessão de encadeamentos, de fragmentos e repetições, vai progressivamente apurando uma musicalidade rítmica, indutora de uma elementaridade fértil, simples, mas muito longe de ser simplista.",C:\Users\Joao\Calibre Library\Samuel Beckett\Dias felizes (1737)\cover.jpg,9789723308334,1960-01-01T00:00:00+00:00,Editorial Estampa,4,,1.0,"Ficções Editorial Estampa, Classics",Dias felizes,1737
Sam Bourne,"Quem protege os segredos do Presidente dos Estados Unidos? 
Estados Unidos da América. A mais poderosa democracia do mundo. No jogo político de Washington, as apostas são altas, mas nem todos estão dispostos a jogar segundo as regras... A popularidade de Stephen Baker, o recém-eleito Presidente dos Estados Unidos, está em alta. Depois de anos conturbados, os Americanos depositam nele toda a sua confiança. Mas há sempre quem represente a excepção, e essa pessoa é Vic Forbes, um homem na posse de informação tão diabólica que poderá destruir o Presidente. Quando Forbes é assassinado, as teorias de conspiração multiplicam-se. Será que foi o próprio Stephen Baker a ordenar a sua morte, ou terá sido obra dos seus opositores, dispostos a tudo para o desacreditar? A ex-conselheira presidencial Maggie Costello é encarregada de conduzir uma investigação paralela. Na sua busca pela verdade, ela vai deparar-se com o impensável: uma conspiração em grande escala que remonta ao passado e ao próprio nascimento dos Estados Unidos...
",C:\Users\Joao\Calibre Library\Sam Bourne\O Eleito (1738)\cover.jpg,9789892315218,2010-01-01T00:00:00+00:00,ASA PORTUGAL,4,Maggie Costello,2.0,"Mystery, Thriller, Autores Estrangeiros",O Eleito,1738
Sam Christer,"Oito dias antes do solstício de verão, um homem é esquartejado num terrível sacrifício no local antigo de Stonehenge perante uma congregação de adoradores com trajes cerimoniais. Em poucas horas, um dos mais famosos caçadores de tesouros do mundo suicida-se na sua mansão no campo. E deixa uma carta indecifrável ao seu filho, o jovem arqueólogo Gideon Chase... Juntando-se à intrépida mulher polícia de Wiltshire, Gideon rapidamente desmascara uma sociedade secreta - uma legião antiga e internacional devota ao Stonehenge durante centenas de anos. Com um novo e carismático líder para a conduzir, este culto encontra-se no momento envolvido em rituais com sacrifícios humanos numa tentativa horripilante de desvendar o segredo das pedras. Repleto de códigos, simbologia, suspense impiedoso e detalhes fascinantes sobre a história de um dos mais misteriosos lugares do mundo, A Herança do Stonehenge é um thriller de enorme sucesso que rivaliza com o melhor de Dan Brown.",C:\Users\Joao\Calibre Library\Sam Christer\A Heranca de Stonehenge (1739)\cover.jpg,9789722048927,2012-02-28T12:53:18+00:00,Leya,3,,1.0,"Fiction, Thriller, General, Autores Estrangeiros, Mystery, Romance",A Herança de Stonehenge,1739
Salman Rushdie,"<p> Nascido precisamente ao bater da meia-noite, no exato momento em que a Índia se tornava independente, Saleem Sinai é uma criança especial. No entanto, esta simultaneidade de nascimento tem consequências para as quais ele não está preparado: poderes telepáticos ligam-no a outros 1000 «filhos da meia-noite», todos eles dotados de dons extraordinários. Indissociavelmente ligada à sua nação, a história de Saleem é um turbilhão de desastres e triunfos que espelha o percurso da Índia moderna na sua forma mais impossível e gloriosa. Publicado em 1981, Os Filhos da Meia-Noite, segundo romance de Rushdie, não só deu notoriedade ao seu autor como se tornou num fenómeno de êxito literário. A sua adaptação ao cinema é o resultado da colaboração da realizadora Deepa Mehta com o próprio Salman Rushdie, que não só escreveu o argumento como dá também voz ao narrador.",C:\Users\Joao\Calibre Library\Salman Rushdie\Os Filhos da Meia-Noite (1740)\cover.jpg,9789722053457,1981-01-01T00:00:00+00:00,Publicações Dom Quixote,4,,1.0,"Classics, Fantasy",Os Filhos da Meia-Noite,1740
Salman Rushdie,"Ao jeito de *As Mil e Uma Noites* , o herói- narrador vai passando em revista os acontecimentos e as personagens da sua própria família, desde Cochim, no princípio do século, junto do túmulo de Vasco da Gama, até ao áspero olival andaluz onde, depois de expressar o testemunho dos seus antepassados, ele próprio se extingue de pura exaustão.
",C:\Users\Joao\Calibre Library\Salman Rushdie\O Ultimo Suspiro do Mouro (1741)\cover.jpg,9789722051149,1995-10-01T00:00:00+01:00,Publicações Dom Quixote,4,,1.0,"Fiction, Classics",O Último Suspiro do Mouro,1741
Salman Rushdie,"O Chão Que Ela Pisa é o acto de imaginação mais arrojado de Salman Rushdie, uma visão dos nossos tempos agitados em mudança. Um relato vivido do íntimo e imperfeito encontro entre o Oriente e o Ocidente, um brilhante refazer do mito de Orfeu. Em resumo: uma história de amor, morte e rock'n'roll.Salman Rushdie é autor de dezasseis livros, entre os quais se conta Os Filhos da Meia-noite, que conquistou o Booker Prize em 1981, o Booker of Bookers em 1993 e, em 2008, o Best of the Booker. O Último Suspiro do Mouro foi contemplado com o Withbread Prize em 1995 e com o Prémio Aristeion de Literatura da União Europeia em 1996. Em 2006 Salman Rushdie foi agraciado com o título de Cavaleiro por serviços prestados à literatura. É membro da Royal Society of Literature e Commandeur de l Ordre des Arts et des Lettres.",C:\Users\Joao\Calibre Library\Salman Rushdie\O Chao Que Ela Pisa (1742)\cover.jpg,9789722051132,2017-11-08T12:29:48+00:00,Leya,4,,1.0,"India, Fiction, Romance, Classics",O Chão Que Ela Pisa,1742
Salman Rushdie,"No dia 14 de Fevereiro de 1989, Dia dos Namorados, Salman recebeu um telefonema de uma jornalista da BBC a dizer-lhe que fora «condenado à morte» pelo aiatola Khomeini. Era a primeira vez que ouvia a palavra fatwa. O seu crime? Ter escrito um romance intitulado Os Versículos Satânicos, que era acusado de ser «contra o Islão, o Profeta e o Alcorão». Assim começa a extraordinária história de um escritor obrigado a passar à clandestinidade, mudando de casa para casa, com a presença constante de uma equipa de proteção policial armada. Pediram-lhe que escolhesse um pseudónimo pelo qual a polícia pudesse tratá-lo. Ele pensou nos escritores de que mais gostava e em combinações dos seus nomes; ocorreram-lhe então Conrad e Tchékhov - Joseph Anton. Como vivem um escritor e a sua família com a ameaça de assassínio durante mais de nove anos? Como continua ele a trabalhar? Como se apaixona e desapaixona? Como é que o desespero molda os seus pensamentos e acções, como e porquê tropeça, como aprende a ripostar? Nestas notáveis memórias, Rushdie narra pela primeira vez essa história: a história de uma das batalhas cruciais do nosso tempo pela liberdade de expressão. Fala das realidades, umas vezes sinistras, outras cómicas, da coabitação com polícias armados e dos estreitos laços que se forjaram com os seus protetores; da sua luta para obter o apoio e a compreensão de governos, chefes de serviços de informações, editores, jornalistas e colegas escritores; e de como recuperou a liberdade. Este é um livro de excecional franqueza e honestidade, empolgante, provocatório, comovente e de vital importância. Porque aquilo que aconteceu a Salman Rushdie foi o primeiro ato de um drama que continua a desenrolar-se todos os dias algures no mundo.",C:\Users\Joao\Calibre Library\Salman Rushdie\Joseh Anton - Uma Memoria (1743)\cover.jpg,9789722050906,2012-09-20T14:01:04+01:00,Leya,,,1.0,"Biography & Autobiography, Personal Memoirs, Autores Estrangeiros",Joseh Anton - Uma Memória,1743
Salman Rushdie,"Depois de beber um elixir que lhe confere a imortalidade, o jovem índio Águia Esvoaçante passa setecentos anos a navegar pelos mares com a bênção, e em última análise a maldição, da vida eterna. Por fim, a sensação de monotonia começa a crescer dentro dele, e acaba por rumar à montanhosa ilha de Calf. Aqui, Águia Esvoaçante conhece outros imortais obcecados com a sua própria estagnação e decide subir ao pico da ilha, de onde emana o misterioso e corrosivo Efeito Grimus. Após uma série de encontros e desafios, Águia Esvoaçante descobre-se na presença do criador da ilha e desvenda os mistérios da sua própria humanidade.",C:\Users\Joao\Calibre Library\Salman Rushdie\Grimus (1744)\cover.jpg,9789722051217,2013-12-09T12:51:10+00:00,Leya,3,,1.0,"Fiction, Science fiction, Fantasy, Classics",Grimus,1744
